Region,Product Category,Population Density,Income Level,Climate,Season,Sales
South,Vegetables,Low,Medium,Continental,Spring,5817
South,Vegetables,Low,Medium,Continental,Summer,7292
South,Vegetables,Low,Medium,Continental,Autumn,3690
South,Vegetables,Low,Medium,Continental,Winter,7771
South,Vegetables,Low,Medium,Polar,Spring,8594
South,Vegetables,Low,Medium,Polar,Summer,7535
South,Vegetables,Low,Medium,Polar,Autumn,6824
South,Vegetables,Low,Medium,Polar,Winter,9541
South,Vegetables,Low,Low,Tropical,Spring,1689
South,Vegetables,Low,Low,Tropical,Summer,6973
South,Vegetables,Low,Low,Tropical,Autumn,7053
South,Vegetables,Low,Low,Tropical,Winter,8271
South,Vegetables,Low,Low,Temperate,Spring,4012
South,Vegetables,Low,Low,Temperate,Summer,2721
South,Vegetables,Low,Low,Temperate,Autumn,6886
South,Vegetables,Low,Low,Temperate,Winter,4989
South,Vegetables,Low,Low,Continental,Spring,2615
South,Vegetables,Low,Low,Continental,Summer,9769
South,Vegetables,Low,Low,Continental,Autumn,5690
South,Vegetables,Low,Low,Continental,Winter,4838
South,Vegetables,Low,Low,Polar,Spring,9595
South,Vegetables,Low,Low,Polar,Summer,9666
South,Vegetables,Low,Low,Polar,Autumn,8100
South,Vegetables,Low,Low,Polar,Winter,5496
South,Dairy,High,High,Tropical,Spring,3820
South,Dairy,High,High,Tropical,Summer,8790
South,Dairy,High,High,Tropical,Autumn,4469
South,Dairy,High,High,Tropical,Winter,9365
South,Dairy,High,High,Temperate,Spring,7224
South,Dairy,High,High,Temperate,Summer,1135
South,Dairy,High,High,Temperate,Autumn,2697
South,Dairy,High,High,Temperate,Winter,1052
South,Dairy,High,High,Continental,Spring,8850
South,Dairy,High,High,Continental,Summer,9184
South,Dairy,High,High,Continental,Autumn,2008
South,Dairy,High,High,Continental,Winter,4415
South,Dairy,High,High,Polar,Spring,8742
South,Dairy,High,High,Polar,Summer,1879
South,Dairy,High,High,Polar,Autumn,5888
South,Dairy,High,High,Polar,Winter,1160
South,Dairy,High,Medium,Tropical,Spring,9168
South,Dairy,High,Medium,Tropical,Summer,1052
South,Dairy,High,Medium,Tropical,Autumn,9307
South,Dairy,High,Medium,Tropical,Winter,8431
South,Dairy,High,Medium,Temperate,Spring,2458
South,Dairy,High,Medium,Temperate,Summer,3285
South,Dairy,High,Medium,Temperate,Autumn,2017
South,Dairy,High,Medium,Temperate,Winter,8570
South,Dairy,High,Medium,Continental,Spring,5456
South,Dairy,High,Medium,Continental,Summer,9001
South,Dairy,High,Medium,Continental,Autumn,5510
South,Dairy,High,Medium,Continental,Winter,1297
South,Dairy,High,Medium,Polar,Spring,7744
South,Dairy,High,Medium,Polar,Summer,9037
South,Dairy,High,Medium,Polar,Autumn,9109
South,Dairy,High,Medium,Polar,Winter,2807
South,Dairy,High,Low,Tropical,Spring,7605
South,Dairy,High,Low,Tropical,Summer,9024
South,Dairy,High,Low,Tropical,Autumn,4902
South,Dairy,High,Low,Tropical,Winter,4195
South,Dairy,High,Low,Temperate,Spring,4607
South,Dairy,High,Low,Temperate,Summer,6868
South,Dairy,High,Low,Temperate,Autumn,7938
South,Dairy,High,Low,Temperate,Winter,4386
South,Dairy,High,Low,Continental,Spring,8797
South,Dairy,High,Low,Continental,Summer,9973
South,Dairy,High,Low,Continental,Autumn,3229
South,Dairy,High,Low,Continental,Winter,6362
South,Dairy,High,Low,Polar,Spring,1653
South,Dairy,High,Low,Polar,Summer,9283
South,Dairy,High,Low,Polar,Autumn,4523
South,Dairy,High,Low,Polar,Winter,7889
South,Dairy,Medium,High,Tropical,Spring,1384
South,Dairy,Medium,High,Tropical,Summer,9006
South,Dairy,Medium,High,Tropical,Autumn,9235
South,Dairy,Medium,High,Tropical,Winter,3867
South,Dairy,Medium,High,Temperate,Spring,9759
South,Dairy,Medium,High,Temperate,Summer,3905
South,Dairy,Medium,High,Temperate,Autumn,7298
South,Dairy,Medium,High,Temperate,Winter,5503
South,Dairy,Medium,High,Continental,Spring,2613
South,Dairy,Medium,High,Continental,Summer,3349
South,Dairy,Medium,High,Continental,Autumn,6093
South,Dairy,Medium,High,Continental,Winter,3877
South,Dairy,Medium,High,Polar,Spring,8852
South,Dairy,Medium,High,Polar,Summer,1972
South,Dairy,Medium,High,Polar,Autumn,3695
South,Dairy,Medium,High,Polar,Winter,7177
South,Dairy,Medium,Medium,Tropical,Spring,9387
South,Dairy,Medium,Medium,Tropical,Summer,7066
South,Dairy,Medium,Medium,Tropical,Autumn,2195
South,Dairy,Medium,Medium,Tropical,Winter,9846
South,Dairy,Medium,Medium,Temperate,Spring,2545
South,Dairy,Medium,Medium,Temperate,Summer,8699
South,Dairy,Medium,Medium,Temperate,Autumn,7619
South,Dairy,Medium,Medium,Temperate,Winter,9974
South,Dairy,Medium,Medium,Continental,Spring,9969
South,Dairy,Medium,Medium,Continental,Summer,1014
South,Dairy,Medium,Medium,Continental,Autumn,4846
South,Dairy,Medium,Medium,Continental,Winter,3287
South,Dairy,Medium,Medium,Polar,Spring,7718
South,Dairy,Medium,Medium,Polar,Summer,8838
South,Dairy,Medium,Medium,Polar,Autumn,3345
South,Dairy,Medium,Medium,Polar,Winter,9872
South,Dairy,Medium,Low,Tropical,Spring,4839
South,Dairy,Medium,Low,Tropical,Summer,4288
South,Dairy,Medium,Low,Tropical,Autumn,2053
South,Dairy,Medium,Low,Tropical,Winter,8339
South,Dairy,Medium,Low,Temperate,Spring,1065
South,Dairy,Medium,Low,Temperate,Summer,8097
South,Dairy,Medium,Low,Temperate,Autumn,1047
South,Dairy,Medium,Low,Temperate,Winter,5843
South,Dairy,Medium,Low,Continental,Spring,7961
South,Dairy,Medium,Low,Continental,Summer,8181
South,Dairy,Medium,Low,Continental,Autumn,6887
South,Dairy,Medium,Low,Continental,Winter,6810
South,Dairy,Medium,Low,Polar,Spring,4448
South,Dairy,Medium,Low,Polar,Summer,6183
South,Dairy,Medium,Low,Polar,Autumn,2439
South,Dairy,Medium,Low,Polar,Winter,4278
South,Dairy,Low,High,Tropical,Spring,7915
South,Dairy,Low,High,Tropical,Summer,3162
South,Dairy,Low,High,Tropical,Autumn,7194
South,Dairy,Low,High,Tropical,Winter,9713
South,Dairy,Low,High,Temperate,Spring,5156
South,Dairy,Low,High,Temperate,Summer,3633
South,Dairy,Low,High,Temperate,Autumn,9643
South,Dairy,Low,High,Temperate,Winter,8818
South,Dairy,Low,High,Continental,Spring,4636
South,Dairy,Low,High,Continental,Summer,1818
South,Dairy,Low,High,Continental,Autumn,6031
South,Dairy,Low,High,Continental,Winter,5278
South,Dairy,Low,High,Polar,Spring,8458
South,Dairy,Low,High,Polar,Summer,2572
South,Dairy,Low,High,Polar,Autumn,9559
South,Dairy,Low,High,Polar,Winter,2806
South,Dairy,Low,Medium,Tropical,Spring,5829
South,Dairy,Low,Medium,Tropical,Summer,3342
South,Dairy,Low,Medium,Tropical,Autumn,1591
South,Dairy,Low,Medium,Tropical,Winter,5116
South,Dairy,Low,Medium,Temperate,Spring,5459
South,Dairy,Low,Medium,Temperate,Summer,3118
South,Dairy,Low,Medium,Temperate,Autumn,8461
South,Dairy,Low,Medium,Temperate,Winter,8609
South,Dairy,Low,Medium,Continental,Spring,6972
South,Dairy,Low,Medium,Continental,Summer,6207
South,Dairy,Low,Medium,Continental,Autumn,6399
South,Dairy,Low,Medium,Continental,Winter,7843
South,Dairy,Low,Medium,Polar,Spring,6152
South,Dairy,Low,Medium,Polar,Summer,9131
South,Dairy,Low,Medium,Polar,Autumn,8221
South,Dairy,Low,Medium,Polar,Winter,4515
South,Dairy,Low,Low,Tropical,Spring,8563
South,Dairy,Low,Low,Tropical,Summer,1444
South,Dairy,Low,Low,Tropical,Autumn,6934
South,Dairy,Low,Low,Tropical,Winter,2030
South,Dairy,Low,Low,Temperate,Spring,2931
South,Dairy,Low,Low,Temperate,Summer,9666
South,Dairy,Low,Low,Temperate,Autumn,7309
South,Dairy,Low,Low,Temperate,Winter,7449
South,Dairy,Low,Low,Continental,Spring,3330
South,Dairy,Low,Low,Continental,Summer,9283
South,Dairy,Low,Low,Continental,Autumn,9052
South,Dairy,Low,Low,Continental,Winter,8055
South,Dairy,Low,Low,Polar,Spring,3068
South,Dairy,Low,Low,Polar,Summer,9325
South,Dairy,Low,Low,Polar,Autumn,4079
South,Dairy,Low,Low,Polar,Winter,5292
South,Grains,High,High,Tropical,Spring,4586
South,Grains,High,High,Tropical,Summer,8076
South,Grains,High,High,Tropical,Autumn,9220
South,Grains,High,High,Tropical,Winter,3669
South,Grains,High,High,Temperate,Spring,5569
South,Grains,High,High,Temperate,Summer,1296
South,Grains,High,High,Temperate,Autumn,7303
South,Grains,High,High,Temperate,Winter,7059
South,Grains,High,High,Continental,Spring,6318
South,Grains,High,High,Continental,Summer,8473
South,Grains,High,High,Continental,Autumn,5723
South,Grains,High,High,Continental,Winter,4313
South,Grains,High,High,Polar,Spring,7069
South,Grains,High,High,Polar,Summer,8430
South,Grains,High,High,Polar,Autumn,5547
South,Grains,High,High,Polar,Winter,4449
South,Grains,High,Medium,Tropical,Spring,9912
South,Grains,High,Medium,Tropical,Summer,1720
South,Grains,High,Medium,Tropical,Autumn,2061
South,Grains,High,Medium,Tropical,Winter,8005
South,Grains,High,Medium,Temperate,Spring,5759
South,Grains,High,Medium,Temperate,Summer,6058
South,Grains,High,Medium,Temperate,Autumn,6082
South,Grains,High,Medium,Temperate,Winter,3457
South,Grains,High,Medium,Continental,Spring,6003
South,Grains,High,Medium,Continental,Summer,8048
South,Grains,High,Medium,Continental,Autumn,4074
South,Grains,High,Medium,Continental,Winter,3447
South,Grains,High,Medium,Polar,Spring,3296
South,Grains,High,Medium,Polar,Summer,1360
South,Grains,High,Medium,Polar,Autumn,3066
South,Grains,High,Medium,Polar,Winter,1728
South,Grains,High,Low,Tropical,Spring,5375
South,Grains,High,Low,Tropical,Summer,2789
South,Grains,High,Low,Tropical,Autumn,4428
South,Grains,High,Low,Tropical,Winter,7939
South,Grains,High,Low,Temperate,Spring,2043
South,Grains,High,Low,Temperate,Summer,5050
South,Grains,High,Low,Temperate,Autumn,5481
South,Grains,High,Low,Temperate,Winter,2939
South,Grains,High,Low,Continental,Spring,2447
South,Grains,High,Low,Continental,Summer,4608
South,Grains,High,Low,Continental,Autumn,2210
South,Grains,High,Low,Continental,Winter,3599
South,Grains,High,Low,Polar,Spring,2038
South,Grains,High,Low,Polar,Summer,6694
South,Grains,High,Low,Polar,Autumn,1359
South,Grains,High,Low,Polar,Winter,3190
South,Grains,Medium,High,Tropical,Spring,6270
South,Grains,Medium,High,Tropical,Summer,3692
South,Grains,Medium,High,Tropical,Autumn,3708
South,Grains,Medium,High,Tropical,Winter,1194
South,Grains,Medium,High,Temperate,Spring,6636
South,Grains,Medium,High,Temperate,Summer,7112
South,Grains,Medium,High,Temperate,Autumn,2892
South,Grains,Medium,High,Temperate,Winter,8688
South,Grains,Medium,High,Continental,Spring,5742
South,Grains,Medium,High,Continental,Summer,7149
South,Grains,Medium,High,Continental,Autumn,3548
South,Grains,Medium,High,Continental,Winter,1028
South,Grains,Medium,High,Polar,Spring,5645
South,Grains,Medium,High,Polar,Summer,8741
South,Grains,Medium,High,Polar,Autumn,9540
South,Grains,Medium,High,Polar,Winter,8506
South,Grains,Medium,Medium,Tropical,Spring,4715
South,Grains,Medium,Medium,Tropical,Summer,8902
South,Grains,Medium,Medium,Tropical,Autumn,7485
South,Grains,Medium,Medium,Tropical,Winter,7315
South,Grains,Medium,Medium,Temperate,Spring,7346
South,Grains,Medium,Medium,Temperate,Summer,9348
South,Grains,Medium,Medium,Temperate,Autumn,4551
South,Grains,Medium,Medium,Temperate,Winter,3541
South,Grains,Medium,Medium,Continental,Spring,9032
South,Grains,Medium,Medium,Continental,Summer,5978
South,Grains,Medium,Medium,Continental,Autumn,8076
South,Grains,Medium,Medium,Continental,Winter,4611
South,Grains,Medium,Medium,Polar,Spring,9695
South,Grains,Medium,Medium,Polar,Summer,5618
South,Grains,Medium,Medium,Polar,Autumn,2637
South,Grains,Medium,Medium,Polar,Winter,7171
South,Grains,Medium,Low,Tropical,Spring,9844
South,Grains,Medium,Low,Tropical,Summer,5524
South,Grains,Medium,Low,Tropical,Autumn,4305
South,Grains,Medium,Low,Tropical,Winter,1207
South,Grains,Medium,Low,Temperate,Spring,3554
South,Grains,Medium,Low,Temperate,Summer,6309
South,Grains,Medium,Low,Temperate,Autumn,6342
South,Grains,Medium,Low,Temperate,Winter,5223
South,Grains,Medium,Low,Continental,Spring,5484
South,Grains,Medium,Low,Continental,Summer,5613
South,Grains,Medium,Low,Continental,Autumn,3467
South,Grains,Medium,Low,Continental,Winter,5553
South,Grains,Medium,Low,Polar,Spring,2579
South,Grains,Medium,Low,Polar,Summer,4188
South,Grains,Medium,Low,Polar,Autumn,2286
South,Grains,Medium,Low,Polar,Winter,2293
South,Grains,Low,High,Tropical,Spring,6993
South,Grains,Low,High,Tropical,Summer,1867
South,Grains,Low,High,Tropical,Autumn,9096
South,Grains,Low,High,Tropical,Winter,3004
South,Grains,Low,High,Temperate,Spring,3568
South,Grains,Low,High,Temperate,Summer,9729
South,Grains,Low,High,Temperate,Autumn,6097
South,Grains,Low,High,Temperate,Winter,4102
South,Grains,Low,High,Continental,Spring,5374
South,Grains,Low,High,Continental,Summer,5361
South,Grains,Low,High,Continental,Autumn,7986
South,Grains,Low,High,Continental,Winter,2703
South,Grains,Low,High,Polar,Spring,9310
South,Grains,Low,High,Polar,Summer,9789
South,Grains,Low,High,Polar,Autumn,4939
South,Grains,Low,High,Polar,Winter,9792
South,Grains,Low,Medium,Tropical,Spring,8091
South,Grains,Low,Medium,Tropical,Summer,4814
South,Grains,Low,Medium,Tropical,Autumn,2984
South,Grains,Low,Medium,Tropical,Winter,2653
South,Grains,Low,Medium,Temperate,Spring,9125
South,Grains,Low,Medium,Temperate,Summer,7223
South,Grains,Low,Medium,Temperate,Autumn,1444
South,Grains,Low,Medium,Temperate,Winter,7244
South,Grains,Low,Medium,Continental,Spring,2241
South,Grains,Low,Medium,Continental,Summer,8497
South,Grains,Low,Medium,Continental,Autumn,9793
South,Grains,Low,Medium,Continental,Winter,5972
South,Grains,Low,Medium,Polar,Spring,6921
South,Grains,Low,Medium,Polar,Summer,4664
South,Grains,Low,Medium,Polar,Autumn,8329
South,Grains,Low,Medium,Polar,Winter,5931
South,Grains,Low,Low,Tropical,Spring,7859
South,Grains,Low,Low,Tropical,Summer,6207
South,Grains,Low,Low,Tropical,Autumn,5509
South,Grains,Low,Low,Tropical,Winter,5105
South,Grains,Low,Low,Temperate,Spring,5959
South,Grains,Low,Low,Temperate,Summer,1096
South,Grains,Low,Low,Temperate,Autumn,4101
South,Grains,Low,Low,Temperate,Winter,3435
South,Grains,Low,Low,Continental,Spring,4476
South,Grains,Low,Low,Continental,Summer,3158
South,Grains,Low,Low,Continental,Autumn,9051
South,Grains,Low,Low,Continental,Winter,1810
South,Grains,Low,Low,Polar,Spring,3330
South,Grains,Low,Low,Polar,Summer,9510
South,Grains,Low,Low,Polar,Autumn,6320
South,Grains,Low,Low,Polar,Winter,6579
South,Meat,High,High,Tropical,Spring,3436
South,Meat,High,High,Tropical,Summer,4506
South,Meat,High,High,Tropical,Autumn,8052
South,Meat,High,High,Tropical,Winter,8712
South,Meat,High,High,Temperate,Spring,2967
South,Meat,High,High,Temperate,Summer,3242
South,Meat,High,High,Temperate,Autumn,1944
South,Meat,High,High,Temperate,Winter,8694
South,Meat,High,High,Continental,Spring,9013
South,Meat,High,High,Continental,Summer,3698
South,Meat,High,High,Continental,Autumn,7836
South,Meat,High,High,Continental,Winter,5030
South,Meat,High,High,Polar,Spring,9840
South,Meat,High,High,Polar,Summer,9654
South,Meat,High,High,Polar,Autumn,7987
South,Meat,High,High,Polar,Winter,8807
South,Meat,High,Medium,Tropical,Spring,6618
South,Meat,High,Medium,Tropical,Summer,7424
South,Meat,High,Medium,Tropical,Autumn,2102
South,Meat,High,Medium,Tropical,Winter,9686
South,Meat,High,Medium,Temperate,Spring,4340
South,Meat,High,Medium,Temperate,Summer,9723
South,Meat,High,Medium,Temperate,Autumn,3555
South,Meat,High,Medium,Temperate,Winter,6593
South,Meat,High,Medium,Continental,Spring,2583
South,Meat,High,Medium,Continental,Summer,6047
South,Meat,High,Medium,Continental,Autumn,9731
South,Meat,High,Medium,Continental,Winter,9421
South,Meat,High,Medium,Polar,Spring,1573
South,Meat,High,Medium,Polar,Summer,8447
South,Meat,High,Medium,Polar,Autumn,8872
South,Meat,High,Medium,Polar,Winter,8285
South,Meat,High,Low,Tropical,Spring,3911
South,Meat,High,Low,Tropical,Summer,7408
South,Meat,High,Low,Tropical,Autumn,9503
South,Meat,High,Low,Tropical,Winter,3884
South,Meat,High,Low,Temperate,Spring,4927
South,Meat,High,Low,Temperate,Summer,8267
South,Meat,High,Low,Temperate,Autumn,2212
South,Meat,High,Low,Temperate,Winter,6219
South,Meat,High,Low,Continental,Spring,3992
South,Meat,High,Low,Continental,Summer,1520
South,Meat,High,Low,Continental,Autumn,5895
South,Meat,High,Low,Continental,Winter,7628
South,Meat,High,Low,Polar,Spring,4885
South,Meat,High,Low,Polar,Summer,7385
South,Meat,High,Low,Polar,Autumn,7855
South,Meat,High,Low,Polar,Winter,2895
South,Meat,Medium,High,Tropical,Spring,3204
South,Meat,Medium,High,Tropical,Summer,4658
South,Meat,Medium,High,Tropical,Autumn,6768
South,Meat,Medium,High,Tropical,Winter,1206
South,Meat,Medium,High,Temperate,Spring,6980
South,Meat,Medium,High,Temperate,Summer,4708
South,Meat,Medium,High,Temperate,Autumn,3321
South,Meat,Medium,High,Temperate,Winter,2270
South,Meat,Medium,High,Continental,Spring,2603
South,Meat,Medium,High,Continental,Summer,2034
South,Meat,Medium,High,Continental,Autumn,5883
South,Meat,Medium,High,Continental,Winter,3125
South,Meat,Medium,High,Polar,Spring,5243
South,Meat,Medium,High,Polar,Summer,3715
South,Meat,Medium,High,Polar,Autumn,9086
South,Meat,Medium,High,Polar,Winter,1005
South,Meat,Medium,Medium,Tropical,Spring,3475
South,Meat,Medium,Medium,Tropical,Summer,9424
South,Meat,Medium,Medium,Tropical,Autumn,9772
South,Meat,Medium,Medium,Tropical,Winter,7757
South,Meat,Medium,Medium,Temperate,Spring,5591
South,Meat,Medium,Medium,Temperate,Summer,7231
South,Meat,Medium,Medium,Temperate,Autumn,4668
South,Meat,Medium,Medium,Temperate,Winter,8746
South,Meat,Medium,Medium,Continental,Spring,6377
South,Meat,Medium,Medium,Continental,Summer,9229
South,Meat,Medium,Medium,Continental,Autumn,1771
South,Meat,Medium,Medium,Continental,Winter,3183
South,Meat,Medium,Medium,Polar,Spring,5547
South,Meat,Medium,Medium,Polar,Summer,1569
South,Meat,Medium,Medium,Polar,Autumn,1343
South,Meat,Medium,Medium,Polar,Winter,3866
South,Meat,Medium,Low,Tropical,Spring,4903
South,Meat,Medium,Low,Tropical,Summer,5542
South,Meat,Medium,Low,Tropical,Autumn,9760
South,Meat,Medium,Low,Tropical,Winter,5589
South,Meat,Medium,Low,Temperate,Spring,4920
South,Meat,Medium,Low,Temperate,Summer,2634
South,Meat,Medium,Low,Temperate,Autumn,2645
South,Meat,Medium,Low,Temperate,Winter,4688
South,Meat,Medium,Low,Continental,Spring,1871
South,Meat,Medium,Low,Continental,Summer,9330
South,Meat,Medium,Low,Continental,Autumn,8576
South,Meat,Medium,Low,Continental,Winter,6161
South,Meat,Medium,Low,Polar,Spring,5420
South,Meat,Medium,Low,Polar,Summer,5206
South,Meat,Medium,Low,Polar,Autumn,3454
South,Meat,Medium,Low,Polar,Winter,1293
South,Meat,Low,High,Tropical,Spring,1920
South,Meat,Low,High,Tropical,Summer,8128
South,Meat,Low,High,Tropical,Autumn,2878
South,Meat,Low,High,Tropical,Winter,8753
South,Meat,Low,High,Temperate,Spring,5884
South,Meat,Low,High,Temperate,Summer,9263
South,Meat,Low,High,Temperate,Autumn,3398
South,Meat,Low,High,Temperate,Winter,9296
South,Meat,Low,High,Continental,Spring,2068
South,Meat,Low,High,Continental,Summer,4013
South,Meat,Low,High,Continental,Autumn,8533
South,Meat,Low,High,Continental,Winter,9175
South,Meat,Low,High,Polar,Spring,2179
South,Meat,Low,High,Polar,Summer,6676
South,Meat,Low,High,Polar,Autumn,7305
South,Meat,Low,High,Polar,Winter,3841
South,Meat,Low,Medium,Tropical,Spring,9040
South,Meat,Low,Medium,Tropical,Summer,9977
South,Meat,Low,Medium,Tropical,Autumn,9375
South,Meat,Low,Medium,Tropical,Winter,9411
South,Meat,Low,Medium,Temperate,Spring,1677
South,Meat,Low,Medium,Temperate,Summer,4839
South,Meat,Low,Medium,Temperate,Autumn,2979
South,Meat,Low,Medium,Temperate,Winter,7314
South,Meat,Low,Medium,Continental,Spring,3274
South,Meat,Low,Medium,Continental,Summer,1695
South,Meat,Low,Medium,Continental,Autumn,6491
South,Meat,Low,Medium,Continental,Winter,7595
South,Meat,Low,Medium,Polar,Spring,9420
South,Meat,Low,Medium,Polar,Summer,1474
South,Meat,Low,Medium,Polar,Autumn,2988
South,Meat,Low,Medium,Polar,Winter,2613
South,Meat,Low,Low,Tropical,Spring,6576
South,Meat,Low,Low,Tropical,Summer,6858
South,Meat,Low,Low,Tropical,Autumn,7840
South,Meat,Low,Low,Tropical,Winter,1160
South,Meat,Low,Low,Temperate,Spring,6107
South,Meat,Low,Low,Temperate,Summer,2101
South,Meat,Low,Low,Temperate,Autumn,1993
South,Meat,Low,Low,Temperate,Winter,5065
South,Meat,Low,Low,Continental,Spring,5321
South,Meat,Low,Low,Continental,Summer,2100
South,Meat,Low,Low,Continental,Autumn,5591
South,Meat,Low,Low,Continental,Winter,4732
South,Meat,Low,Low,Polar,Spring,8319
South,Meat,Low,Low,Polar,Summer,2315
South,Meat,Low,Low,Polar,Autumn,5942
South,Meat,Low,Low,Polar,Winter,5731
South,Snacks,High,High,Tropical,Spring,4853
South,Snacks,High,High,Tropical,Summer,7706
South,Snacks,High,High,Tropical,Autumn,7319
South,Snacks,High,High,Tropical,Winter,8999
South,Snacks,High,High,Temperate,Spring,8613
South,Snacks,High,High,Temperate,Summer,8905
South,Snacks,High,High,Temperate,Autumn,7166
South,Snacks,High,High,Temperate,Winter,5303
South,Snacks,High,High,Continental,Spring,9078
South,Snacks,High,High,Continental,Summer,8728
South,Snacks,High,High,Continental,Autumn,4200
South,Snacks,High,High,Continental,Winter,9425
South,Snacks,High,High,Polar,Spring,8803
South,Snacks,High,High,Polar,Summer,9404
South,Snacks,High,High,Polar,Autumn,5450
South,Snacks,High,High,Polar,Winter,4735
South,Snacks,High,Medium,Tropical,Spring,5538
South,Snacks,High,Medium,Tropical,Summer,3867
South,Snacks,High,Medium,Tropical,Autumn,7014
South,Snacks,High,Medium,Tropical,Winter,3399
South,Snacks,High,Medium,Temperate,Spring,2317
South,Snacks,High,Medium,Temperate,Summer,4239
South,Snacks,High,Medium,Temperate,Autumn,1865
South,Snacks,High,Medium,Temperate,Winter,6050
South,Snacks,High,Medium,Continental,Spring,5248
South,Snacks,High,Medium,Continental,Summer,5566
South,Snacks,High,Medium,Continental,Autumn,1022
South,Snacks,High,Medium,Continental,Winter,5732
South,Snacks,High,Medium,Polar,Spring,6579
South,Snacks,High,Medium,Polar,Summer,5566
South,Snacks,High,Medium,Polar,Autumn,3108
South,Snacks,High,Medium,Polar,Winter,9300
South,Snacks,High,Low,Tropical,Spring,1982
South,Snacks,High,Low,Tropical,Summer,6880
South,Snacks,High,Low,Tropical,Autumn,9336
South,Snacks,High,Low,Tropical,Winter,8044
South,Snacks,High,Low,Temperate,Spring,8716
South,Snacks,High,Low,Temperate,Summer,4755
South,Snacks,High,Low,Temperate,Autumn,5357
South,Snacks,High,Low,Temperate,Winter,2498
South,Snacks,High,Low,Continental,Spring,6180
South,Snacks,High,Low,Continental,Summer,1942
South,Snacks,High,Low,Continental,Autumn,1162
South,Snacks,High,Low,Continental,Winter,3798
South,Snacks,High,Low,Polar,Spring,6075
South,Snacks,High,Low,Polar,Summer,7687
South,Snacks,High,Low,Polar,Autumn,5618
South,Snacks,High,Low,Polar,Winter,1623
South,Snacks,Medium,High,Tropical,Spring,9457
South,Snacks,Medium,High,Tropical,Summer,4692
South,Snacks,Medium,High,Tropical,Autumn,2343
South,Snacks,Medium,High,Tropical,Winter,1493
South,Snacks,Medium,High,Temperate,Spring,1345
South,Snacks,Medium,High,Temperate,Summer,3378
South,Snacks,Medium,High,Temperate,Autumn,1084
South,Snacks,Medium,High,Temperate,Winter,1034
South,Snacks,Medium,High,Continental,Spring,2695
South,Snacks,Medium,High,Continental,Summer,2963
South,Snacks,Medium,High,Continental,Autumn,4214
South,Snacks,Medium,High,Continental,Winter,7402
South,Snacks,Medium,High,Polar,Spring,6002
South,Snacks,Medium,High,Polar,Summer,9825
South,Snacks,Medium,High,Polar,Autumn,6559
South,Snacks,Medium,High,Polar,Winter,3837
South,Snacks,Medium,Medium,Tropical,Spring,5491
South,Snacks,Medium,Medium,Tropical,Summer,4556
South,Snacks,Medium,Medium,Tropical,Autumn,5737
South,Snacks,Medium,Medium,Tropical,Winter,1987
South,Snacks,Medium,Medium,Temperate,Spring,4845
South,Snacks,Medium,Medium,Temperate,Summer,7098
South,Snacks,Medium,Medium,Temperate,Autumn,3145
South,Snacks,Medium,Medium,Temperate,Winter,3686
South,Snacks,Medium,Medium,Continental,Spring,1452
South,Snacks,Medium,Medium,Continental,Summer,2028
South,Snacks,Medium,Medium,Continental,Autumn,3503
South,Snacks,Medium,Medium,Continental,Winter,9315
South,Snacks,Medium,Medium,Polar,Spring,3942
South,Snacks,Medium,Medium,Polar,Summer,3582
South,Snacks,Medium,Medium,Polar,Autumn,1719
South,Snacks,Medium,Medium,Polar,Winter,5753
South,Snacks,Medium,Low,Tropical,Spring,4920
South,Snacks,Medium,Low,Tropical,Summer,1280
South,Snacks,Medium,Low,Tropical,Autumn,3235
South,Snacks,Medium,Low,Tropical,Winter,6658
South,Snacks,Medium,Low,Temperate,Spring,5854
South,Snacks,Medium,Low,Temperate,Summer,4855
South,Snacks,Medium,Low,Temperate,Autumn,9416
South,Snacks,Medium,Low,Temperate,Winter,5230
South,Snacks,Medium,Low,Continental,Spring,1401
South,Snacks,Medium,Low,Continental,Summer,9255
South,Snacks,Medium,Low,Continental,Autumn,6149
South,Snacks,Medium,Low,Continental,Winter,6535
South,Snacks,Medium,Low,Polar,Spring,1044
South,Snacks,Medium,Low,Polar,Summer,1458
South,Snacks,Medium,Low,Polar,Autumn,7004
South,Snacks,Medium,Low,Polar,Winter,4690
South,Snacks,Low,High,Tropical,Spring,2283
South,Snacks,Low,High,Tropical,Summer,7852
South,Snacks,Low,High,Tropical,Autumn,9610
South,Snacks,Low,High,Tropical,Winter,4506
South,Snacks,Low,High,Temperate,Spring,1638
South,Snacks,Low,High,Temperate,Summer,1251
South,Snacks,Low,High,Temperate,Autumn,4779
South,Snacks,Low,High,Temperate,Winter,1445
South,Snacks,Low,High,Continental,Spring,7739
South,Snacks,Low,High,Continental,Summer,9951
South,Snacks,Low,High,Continental,Autumn,2681
South,Snacks,Low,High,Continental,Winter,6410
South,Snacks,Low,High,Polar,Spring,9568
South,Snacks,Low,High,Polar,Summer,7557
South,Snacks,Low,High,Polar,Autumn,4381
South,Snacks,Low,High,Polar,Winter,4040
South,Snacks,Low,Medium,Tropical,Spring,8968
South,Snacks,Low,Medium,Tropical,Summer,7466
South,Snacks,Low,Medium,Tropical,Autumn,7019
South,Snacks,Low,Medium,Tropical,Winter,7613
South,Snacks,Low,Medium,Temperate,Spring,9082
South,Snacks,Low,Medium,Temperate,Summer,5890
South,Snacks,Low,Medium,Temperate,Autumn,1263
