Portal,Product Category,Brand,Location,Rating,Discount Level,Price,Orders
Amazon,Snacks,Brand D,East,5,Medium,485,1758
Amazon,Snacks,Brand D,East,5,High,244,1834
Amazon,Snacks,Brand D,West,1,Low,109,1860
Amazon,Snacks,Brand D,West,1,Medium,111,4060
Amazon,Snacks,Brand D,West,1,High,53,1468
Amazon,Snacks,Brand D,West,2,Low,283,954
Amazon,Snacks,Brand D,West,2,Medium,414,4347
Amazon,Snacks,Brand D,West,2,High,289,3884
Amazon,Snacks,Brand D,West,3,Low,385,336
Amazon,Snacks,Brand D,West,3,Medium,446,3576
Amazon,Snacks,Brand D,West,3,High,216,4353
Amazon,Snacks,Brand D,West,4,Low,469,2791
Amazon,Snacks,Brand D,West,4,Medium,346,1853
Amazon,Snacks,Brand D,West,4,High,227,526
Amazon,Snacks,Brand D,West,5,Low,278,3885
Amazon,Snacks,Brand D,West,5,Medium,479,2954
Amazon,Snacks,Brand D,West,5,High,308,3650
Amazon,Snacks,Brand E,North,1,Low,256,3018
Amazon,Snacks,Brand E,North,1,Medium,93,650
Amazon,Snacks,Brand E,North,1,High,468,2628
Amazon,Snacks,Brand E,North,2,Low,122,3476
Amazon,Snacks,Brand E,North,2,Medium,344,4584
Amazon,Snacks,Brand E,North,2,High,217,1117
Amazon,Snacks,Brand E,North,3,Low,231,4151
Amazon,Snacks,Brand E,North,3,Medium,495,4670
Amazon,Snacks,Brand E,North,3,High,379,3237
Amazon,Snacks,Brand E,North,4,Low,94,3808
Amazon,Snacks,Brand E,North,4,Medium,305,2834
Amazon,Snacks,Brand E,North,4,High,142,4017
Amazon,Snacks,Brand E,North,5,Low,92,1994
Amazon,Snacks,Brand E,North,5,Medium,272,2010
Amazon,Snacks,Brand E,North,5,High,493,4965
Amazon,Snacks,Brand E,South,1,Low,149,4631
Amazon,Snacks,Brand E,South,1,Medium,178,3535
Amazon,Snacks,Brand E,South,1,High,195,567
Amazon,Snacks,Brand E,South,2,Low,89,3486
Amazon,Snacks,Brand E,South,2,Medium,355,3302
Amazon,Snacks,Brand E,South,2,High,140,1289
Amazon,Snacks,Brand E,South,3,Low,359,739
Amazon,Snacks,Brand E,South,3,Medium,149,608
Amazon,Snacks,Brand E,South,3,High,179,1246
Amazon,Snacks,Brand E,South,4,Low,429,3148
Amazon,Snacks,Brand E,South,4,Medium,280,474
Amazon,Snacks,Brand E,South,4,High,399,1184
Amazon,Snacks,Brand E,South,5,Low,462,4971
Amazon,Snacks,Brand E,South,5,Medium,66,1722
Amazon,Snacks,Brand E,South,5,High,415,2615
Amazon,Snacks,Brand E,East,1,Low,435,1096
Amazon,Snacks,Brand E,East,1,Medium,209,3281
Amazon,Snacks,Brand E,East,1,High,183,2259
Amazon,Snacks,Brand E,East,2,Low,307,3541
Amazon,Snacks,Brand E,East,2,Medium,265,3659
Amazon,Snacks,Brand E,East,2,High,339,4676
Amazon,Snacks,Brand E,East,3,Low,55,2035
Amazon,Snacks,Brand E,East,3,Medium,495,3544
Amazon,Snacks,Brand E,East,3,High,308,787
Amazon,Snacks,Brand E,East,4,Low,480,2730
Amazon,Snacks,Brand E,East,4,Medium,91,4511
Amazon,Snacks,Brand E,East,4,High,216,2071
Amazon,Snacks,Brand E,East,5,Low,261,2873
Amazon,Snacks,Brand E,East,5,Medium,223,4420
Amazon,Snacks,Brand E,East,5,High,383,1673
Amazon,Snacks,Brand E,West,1,Low,220,486
Amazon,Snacks,Brand E,West,1,Medium,271,3899
Amazon,Snacks,Brand E,West,1,High,400,355
Amazon,Snacks,Brand E,West,2,Low,95,1069
Amazon,Snacks,Brand E,West,2,Medium,369,3527
Amazon,Snacks,Brand E,West,2,High,185,3388
Amazon,Snacks,Brand E,West,3,Low,188,4848
Amazon,Snacks,Brand E,West,3,Medium,202,4194
Amazon,Snacks,Brand E,West,3,High,373,3484
Amazon,Snacks,Brand E,West,4,Low,186,1463
Amazon,Snacks,Brand E,West,4,Medium,84,783
Amazon,Snacks,Brand E,West,4,High,150,4189
Amazon,Snacks,Brand E,West,5,Low,444,2572
Amazon,Snacks,Brand E,West,5,Medium,108,656
Amazon,Snacks,Brand E,West,5,High,56,2209
Flipkart,Fruits,Brand A,North,1,Low,175,969
Flipkart,Fruits,Brand A,North,1,Medium,359,1979
Flipkart,Fruits,Brand A,North,1,High,64,3683
Flipkart,Fruits,Brand A,North,2,Low,394,3261
Flipkart,Fruits,Brand A,North,2,Medium,174,1905
Flipkart,Fruits,Brand A,North,2,High,474,4211
Flipkart,Fruits,Brand A,North,3,Low,193,181
Flipkart,Fruits,Brand A,North,3,Medium,59,4142
Flipkart,Fruits,Brand A,North,3,High,400,4788
Flipkart,Fruits,Brand A,North,4,Low,196,3130
Flipkart,Fruits,Brand A,North,4,Medium,140,2514
Flipkart,Fruits,Brand A,North,4,High,67,2333
Flipkart,Fruits,Brand A,North,5,Low,157,4111
Flipkart,Fruits,Brand A,North,5,Medium,362,1869
Flipkart,Fruits,Brand A,North,5,High,436,1993
Flipkart,Fruits,Brand A,South,1,Low,69,3613
Flipkart,Fruits,Brand A,South,1,Medium,373,4422
Flipkart,Fruits,Brand A,South,1,High,125,3197
Flipkart,Fruits,Brand A,South,2,Low,473,2711
Flipkart,Fruits,Brand A,South,2,Medium,297,1599
Flipkart,Fruits,Brand A,South,2,High,493,2121
Flipkart,Fruits,Brand A,South,3,Low,486,197
Flipkart,Fruits,Brand A,South,3,Medium,355,197
Flipkart,Fruits,Brand A,South,3,High,71,872
Flipkart,Fruits,Brand A,South,4,Low,270,1085
Flipkart,Fruits,Brand A,South,4,Medium,380,3701
Flipkart,Fruits,Brand A,South,4,High,377,2471
Flipkart,Fruits,Brand A,South,5,Low,388,3276
Flipkart,Fruits,Brand A,South,5,Medium,225,757
Flipkart,Fruits,Brand A,South,5,High,444,1283
Flipkart,Fruits,Brand A,East,1,Low,470,4773
Flipkart,Fruits,Brand A,East,1,Medium,209,2295
Flipkart,Fruits,Brand A,East,1,High,108,1401
Flipkart,Fruits,Brand A,East,2,Low,110,2135
Flipkart,Fruits,Brand A,East,2,Medium,426,1348
Flipkart,Fruits,Brand A,East,2,High,266,4793
Flipkart,Fruits,Brand A,East,3,Low,270,387
Flipkart,Fruits,Brand A,East,3,Medium,411,1130
Flipkart,Fruits,Brand A,East,3,High,441,1653
Flipkart,Fruits,Brand A,East,4,Low,157,1165
Flipkart,Fruits,Brand A,East,4,Medium,477,3283
Flipkart,Fruits,Brand A,East,4,High,219,330
Flipkart,Fruits,Brand A,East,5,Low,130,4581
Flipkart,Fruits,Brand A,East,5,Medium,482,1269
Flipkart,Fruits,Brand A,East,5,High,396,150
Flipkart,Fruits,Brand A,West,1,Low,270,4428
Flipkart,Fruits,Brand A,West,1,Medium,411,1930
Flipkart,Fruits,Brand A,West,1,High,220,3199
Flipkart,Fruits,Brand A,West,2,Low,296,1131
Flipkart,Fruits,Brand A,West,2,Medium,296,4967
Flipkart,Fruits,Brand A,West,2,High,329,641
Flipkart,Fruits,Brand A,West,3,Low,295,3766
Flipkart,Fruits,Brand A,West,3,Medium,67,1457
Flipkart,Fruits,Brand A,West,3,High,357,707
Flipkart,Fruits,Brand A,West,4,Low,299,1323
Flipkart,Fruits,Brand A,West,4,Medium,169,2227
Flipkart,Fruits,Brand A,West,4,High,295,659
Flipkart,Fruits,Brand A,West,5,Low,421,4313
Flipkart,Fruits,Brand A,West,5,Medium,58,3130
Flipkart,Fruits,Brand A,West,5,High,354,2055
Flipkart,Fruits,Brand B,North,1,Low,356,4471
Flipkart,Fruits,Brand B,North,1,Medium,195,4999
Flipkart,Fruits,Brand B,North,1,High,74,3642
Flipkart,Fruits,Brand B,North,2,Low,176,2374
Flipkart,Fruits,Brand B,North,2,Medium,69,1211
Flipkart,Fruits,Brand B,North,2,High,356,3542
Flipkart,Fruits,Brand B,North,3,Low,432,3910
Flipkart,Fruits,Brand B,North,3,Medium,104,2813
Flipkart,Fruits,Brand B,North,3,High,415,2961
Flipkart,Fruits,Brand B,North,4,Low,110,2428
Flipkart,Fruits,Brand B,North,4,Medium,320,3774
Flipkart,Fruits,Brand B,North,4,High,171,2473
Flipkart,Fruits,Brand B,North,5,Low,338,3295
Flipkart,Fruits,Brand B,North,5,Medium,378,4610
Flipkart,Fruits,Brand B,North,5,High,409,1858
Flipkart,Fruits,Brand B,South,1,Low,109,4900
Flipkart,Fruits,Brand B,South,1,Medium,387,593
Flipkart,Fruits,Brand B,South,1,High,329,2509
Flipkart,Fruits,Brand B,South,2,Low,168,1738
Flipkart,Fruits,Brand B,South,2,Medium,98,4886
Flipkart,Fruits,Brand B,South,2,High,418,1410
Flipkart,Fruits,Brand B,South,3,Low,77,875
Flipkart,Fruits,Brand B,South,3,Medium,452,2945
Flipkart,Fruits,Brand B,South,3,High,261,2040
Flipkart,Fruits,Brand B,South,4,Low,302,2377
Flipkart,Fruits,Brand B,South,4,Medium,335,989
Flipkart,Fruits,Brand B,South,4,High,203,3743
Flipkart,Fruits,Brand B,South,5,Low,434,1384
Flipkart,Fruits,Brand B,South,5,Medium,166,4591
Flipkart,Fruits,Brand B,South,5,High,232,3261
Flipkart,Fruits,Brand B,East,1,Low,362,1654
Flipkart,Fruits,Brand B,East,1,Medium,177,4472
Flipkart,Fruits,Brand B,East,1,High,264,2833
Flipkart,Fruits,Brand B,East,2,Low,406,1440
Flipkart,Fruits,Brand B,East,2,Medium,129,864
Flipkart,Fruits,Brand B,East,2,High,424,3191
Flipkart,Fruits,Brand B,East,3,Low,292,3920
Flipkart,Fruits,Brand B,East,3,Medium,103,2124
Flipkart,Fruits,Brand B,East,3,High,424,2703
Flipkart,Fruits,Brand B,East,4,Low,301,459
Flipkart,Fruits,Brand B,East,4,Medium,488,267
Flipkart,Fruits,Brand B,East,4,High,171,4308
Flipkart,Fruits,Brand B,East,5,Low,462,297
Flipkart,Fruits,Brand B,East,5,Medium,472,3212
Flipkart,Fruits,Brand B,East,5,High,233,4978
Flipkart,Fruits,Brand B,West,1,Low,78,4709
Flipkart,Fruits,Brand B,West,1,Medium,220,891
Flipkart,Fruits,Brand B,West,1,High,292,1695
Flipkart,Fruits,Brand B,West,2,Low,84,3544
Flipkart,Fruits,Brand B,West,2,Medium,306,3938
Flipkart,Fruits,Brand B,West,2,High,234,2826
Flipkart,Fruits,Brand B,West,3,Low,222,2834
Flipkart,Fruits,Brand B,West,3,Medium,222,3657
Flipkart,Fruits,Brand B,West,3,High,411,4886
Flipkart,Fruits,Brand B,West,4,Low,145,674
Flipkart,Fruits,Brand B,West,4,Medium,78,1480
Flipkart,Fruits,Brand B,West,4,High,240,3693
Flipkart,Fruits,Brand B,West,5,Low,465,3302
Flipkart,Fruits,Brand B,West,5,Medium,141,4257
Flipkart,Fruits,Brand B,West,5,High,348,4053
Flipkart,Fruits,Brand C,North,1,Low,279,4966
Flipkart,Fruits,Brand C,North,1,Medium,62,3087
Flipkart,Fruits,Brand C,North,1,High,475,2363
Flipkart,Fruits,Brand C,North,2,Low,210,804
Flipkart,Fruits,Brand C,North,2,Medium,158,303
Flipkart,Fruits,Brand C,North,2,High,407,2384
Flipkart,Fruits,Brand C,North,3,Low,154,2888
Flipkart,Fruits,Brand C,North,3,Medium,164,3716
Flipkart,Fruits,Brand C,North,3,High,104,480
Flipkart,Fruits,Brand C,North,4,Low,224,2477
Flipkart,Fruits,Brand C,North,4,Medium,115,2119
Flipkart,Fruits,Brand C,North,4,High,483,3886
Flipkart,Fruits,Brand C,North,5,Low,484,3576
Flipkart,Fruits,Brand C,North,5,Medium,257,1062
Flipkart,Fruits,Brand C,North,5,High,442,4270
Flipkart,Fruits,Brand C,South,1,Low,343,3456
Flipkart,Fruits,Brand C,South,1,Medium,324,1290
Flipkart,Fruits,Brand C,South,1,High,169,2541
Flipkart,Fruits,Brand C,South,2,Low,439,3819
Flipkart,Fruits,Brand C,South,2,Medium,64,414
Flipkart,Fruits,Brand C,South,2,High,83,4355
Flipkart,Fruits,Brand C,South,3,Low,132,1744
Flipkart,Fruits,Brand C,South,3,Medium,139,1758
Flipkart,Fruits,Brand C,South,3,High,85,2838
Flipkart,Fruits,Brand C,South,4,Low,87,360
Flipkart,Fruits,Brand C,South,4,Medium,217,1114
Flipkart,Fruits,Brand C,South,4,High,361,108
Flipkart,Fruits,Brand C,South,5,Low,180,3722
Flipkart,Fruits,Brand C,South,5,Medium,320,4219
Flipkart,Fruits,Brand C,South,5,High,66,1397
Flipkart,Fruits,Brand C,East,1,Low,84,4137
Flipkart,Fruits,Brand C,East,1,Medium,454,642
Flipkart,Fruits,Brand C,East,1,High,165,2946
Flipkart,Fruits,Brand C,East,2,Low,233,1335
Flipkart,Fruits,Brand C,East,2,Medium,441,731
Flipkart,Fruits,Brand C,East,2,High,364,2807
Flipkart,Fruits,Brand C,East,3,Low,62,4774
Flipkart,Fruits,Brand C,East,3,Medium,447,172
Flipkart,Fruits,Brand C,East,3,High,428,4567
Flipkart,Fruits,Brand C,East,4,Low,344,2943
Flipkart,Fruits,Brand C,East,4,Medium,236,3169
Flipkart,Fruits,Brand C,East,4,High,418,2011
Flipkart,Fruits,Brand C,East,5,Low,377,2281
Flipkart,Fruits,Brand C,East,5,Medium,392,3403
Flipkart,Fruits,Brand C,East,5,High,120,1936
Flipkart,Fruits,Brand C,West,1,Low,164,3031
Flipkart,Fruits,Brand C,West,1,Medium,182,3289
Flipkart,Fruits,Brand C,West,1,High,252,1991
Flipkart,Fruits,Brand C,West,2,Low,174,2535
Flipkart,Fruits,Brand C,West,2,Medium,202,2982
Flipkart,Fruits,Brand C,West,2,High,122,1453
Flipkart,Fruits,Brand C,West,3,Low,175,4599
Flipkart,Fruits,Brand C,West,3,Medium,411,3898
Flipkart,Fruits,Brand C,West,3,High,51,3785
Flipkart,Fruits,Brand C,West,4,Low,184,1786
Flipkart,Fruits,Brand C,West,4,Medium,234,3014
Flipkart,Fruits,Brand C,West,4,High,468,691
Flipkart,Fruits,Brand C,West,5,Low,293,1920
Flipkart,Fruits,Brand C,West,5,Medium,196,2387
Flipkart,Fruits,Brand C,West,5,High,376,4414
Flipkart,Fruits,Brand D,North,1,Low,495,756
Flipkart,Fruits,Brand D,North,1,Medium,390,716
Flipkart,Fruits,Brand D,North,1,High,176,2904
Flipkart,Fruits,Brand D,North,2,Low,473,151
Flipkart,Fruits,Brand D,North,2,Medium,99,4177
Flipkart,Fruits,Brand D,North,2,High,118,4115
Flipkart,Fruits,Brand D,North,3,Low,346,3085
Flipkart,Fruits,Brand D,North,3,Medium,440,1529
Flipkart,Fruits,Brand D,North,3,High,330,4048
Flipkart,Fruits,Brand D,North,4,Low,171,3260
Flipkart,Fruits,Brand D,North,4,Medium,209,3891
Flipkart,Fruits,Brand D,North,4,High,325,3060
Flipkart,Fruits,Brand D,North,5,Low,418,838
Flipkart,Fruits,Brand D,North,5,Medium,419,4286
Flipkart,Fruits,Brand D,North,5,High,72,914
Flipkart,Fruits,Brand D,South,1,Low,414,1902
Flipkart,Fruits,Brand D,South,1,Medium,134,4071
Flipkart,Fruits,Brand D,South,1,High,267,2147
Flipkart,Fruits,Brand D,South,2,Low,192,438
Flipkart,Fruits,Brand D,South,2,Medium,66,1490
Flipkart,Fruits,Brand D,South,2,High,497,2370
Flipkart,Fruits,Brand D,South,3,Low,55,4808
Flipkart,Fruits,Brand D,South,3,Medium,435,3768
Flipkart,Fruits,Brand D,South,3,High,429,959
Flipkart,Fruits,Brand D,South,4,Low,168,4178
Flipkart,Fruits,Brand D,South,4,Medium,462,3246
Flipkart,Fruits,Brand D,South,4,High,347,3777
Flipkart,Fruits,Brand D,South,5,Low,95,4052
Flipkart,Fruits,Brand D,South,5,Medium,300,2915
Flipkart,Fruits,Brand D,South,5,High,494,1032
Flipkart,Fruits,Brand D,East,1,Low,357,2440
Flipkart,Fruits,Brand D,East,1,Medium,230,1054
Flipkart,Fruits,Brand D,East,1,High,87,3365
Flipkart,Fruits,Brand D,East,2,Low,143,3623
Flipkart,Fruits,Brand D,East,2,Medium,341,906
Flipkart,Fruits,Brand D,East,2,High,460,4547
Flipkart,Fruits,Brand D,East,3,Low,392,4975
Flipkart,Fruits,Brand D,East,3,Medium,202,659
Flipkart,Fruits,Brand D,East,3,High,89,4684
Flipkart,Fruits,Brand D,East,4,Low,497,3998
Flipkart,Fruits,Brand D,East,4,Medium,228,1804
Flipkart,Fruits,Brand D,East,4,High,440,4752
Flipkart,Fruits,Brand D,East,5,Low,62,4817
Flipkart,Fruits,Brand D,East,5,Medium,86,2841
Flipkart,Fruits,Brand D,East,5,High,284,4423
Flipkart,Fruits,Brand D,West,1,Low,136,3700
Flipkart,Fruits,Brand D,West,1,Medium,364,881
Flipkart,Fruits,Brand D,West,1,High,76,881
Flipkart,Fruits,Brand D,West,2,Low,50,2722
Flipkart,Fruits,Brand D,West,2,Medium,156,4816
Flipkart,Fruits,Brand D,West,2,High,283,4917
Flipkart,Fruits,Brand D,West,3,Low,242,791
Flipkart,Fruits,Brand D,West,3,Medium,396,1273
Flipkart,Fruits,Brand D,West,3,High,295,4167
Flipkart,Fruits,Brand D,West,4,Low,356,4671
Flipkart,Fruits,Brand D,West,4,Medium,304,4229
Flipkart,Fruits,Brand D,West,4,High,358,751
Flipkart,Fruits,Brand D,West,5,Low,411,4611
Flipkart,Fruits,Brand D,West,5,Medium,156,2503
Flipkart,Fruits,Brand D,West,5,High,498,4626
Flipkart,Fruits,Brand E,North,1,Low,274,1225
Flipkart,Fruits,Brand E,North,1,Medium,318,192
Flipkart,Fruits,Brand E,North,1,High,488,2553
Flipkart,Fruits,Brand E,North,2,Low,355,4642
Flipkart,Fruits,Brand E,North,2,Medium,194,1772
Flipkart,Fruits,Brand E,North,2,High,324,1877
Flipkart,Fruits,Brand E,North,3,Low,477,1416
Flipkart,Fruits,Brand E,North,3,Medium,470,2321
Flipkart,Fruits,Brand E,North,3,High,151,172
Flipkart,Fruits,Brand E,North,4,Low,177,2051
Flipkart,Fruits,Brand E,North,4,Medium,467,4389
Flipkart,Fruits,Brand E,North,4,High,122,1759
Flipkart,Fruits,Brand E,North,5,Low,495,1977
Flipkart,Fruits,Brand E,North,5,Medium,229,1054
Flipkart,Fruits,Brand E,North,5,High,111,2676
Flipkart,Fruits,Brand E,South,1,Low,171,3814
Flipkart,Fruits,Brand E,South,1,Medium,239,2223
Flipkart,Fruits,Brand E,South,1,High,262,401
Flipkart,Fruits,Brand E,South,2,Low,326,3797
Flipkart,Fruits,Brand E,South,2,Medium,145,955
Flipkart,Fruits,Brand E,South,2,High,55,4130
Flipkart,Fruits,Brand E,South,3,Low,84,353
Flipkart,Fruits,Brand E,South,3,Medium,229,2582
Flipkart,Fruits,Brand E,South,3,High,233,3344
Flipkart,Fruits,Brand E,South,4,Low,293,3976
Flipkart,Fruits,Brand E,South,4,Medium,486,1688
Flipkart,Fruits,Brand E,South,4,High,273,1485
Flipkart,Fruits,Brand E,South,5,Low,489,3969
Flipkart,Fruits,Brand E,South,5,Medium,91,110
Flipkart,Fruits,Brand E,South,5,High,238,3269
Flipkart,Fruits,Brand E,East,1,Low,254,2018
Flipkart,Fruits,Brand E,East,1,Medium,304,3760
Flipkart,Fruits,Brand E,East,1,High,369,303
Flipkart,Fruits,Brand E,East,2,Low,177,1435
Flipkart,Fruits,Brand E,East,2,Medium,57,1702
Flipkart,Fruits,Brand E,East,2,High,169,3919
Flipkart,Fruits,Brand E,East,3,Low,377,2604
Flipkart,Fruits,Brand E,East,3,Medium,119,3765
Flipkart,Fruits,Brand E,East,3,High,232,4848
Flipkart,Fruits,Brand E,East,4,Low,403,4558
Flipkart,Fruits,Brand E,East,4,Medium,258,487
Flipkart,Fruits,Brand E,East,4,High,202,688
Flipkart,Fruits,Brand E,East,5,Low,407,271
Flipkart,Fruits,Brand E,East,5,Medium,109,3568
Flipkart,Fruits,Brand E,East,5,High,270,2048
Flipkart,Fruits,Brand E,West,1,Low,131,3021
Flipkart,Fruits,Brand E,West,1,Medium,96,3628
Flipkart,Fruits,Brand E,West,1,High,173,2207
Flipkart,Fruits,Brand E,West,2,Low,353,989
Flipkart,Fruits,Brand E,West,2,Medium,462,3273
Flipkart,Fruits,Brand E,West,2,High,491,4143
Flipkart,Fruits,Brand E,West,3,Low,435,604
Flipkart,Fruits,Brand E,West,3,Medium,135,3905
Flipkart,Fruits,Brand E,West,3,High,127,3784
Flipkart,Fruits,Brand E,West,4,Low,100,494
Flipkart,Fruits,Brand E,West,4,Medium,233,2084
Flipkart,Fruits,Brand E,West,4,High,224,4717
Flipkart,Fruits,Brand E,West,5,Low,221,3359
Flipkart,Fruits,Brand E,West,5,Medium,131,2946
Flipkart,Fruits,Brand E,West,5,High,289,1902
Flipkart,Vegetables,Brand A,North,1,Low,308,961
Flipkart,Vegetables,Brand A,North,1,Medium,133,1451
Flipkart,Vegetables,Brand A,North,1,High,447,3322
Flipkart,Vegetables,Brand A,North,2,Low,358,2670
Flipkart,Vegetables,Brand A,North,2,Medium,381,3995
Flipkart,Vegetables,Brand A,North,2,High,160,4363
Flipkart,Vegetables,Brand A,North,3,Low,197,4718
Flipkart,Vegetables,Brand A,North,3,Medium,249,4498
Flipkart,Vegetables,Brand A,North,3,High,148,3133
Flipkart,Vegetables,Brand A,North,4,Low,431,1168
Flipkart,Vegetables,Brand A,North,4,Medium,426,1111
Flipkart,Vegetables,Brand A,North,4,High,374,296
Flipkart,Vegetables,Brand A,North,5,Low,120,4409
Flipkart,Vegetables,Brand A,North,5,Medium,292,2926
Flipkart,Vegetables,Brand A,North,5,High,403,231
Flipkart,Vegetables,Brand A,South,1,Low,214,4289
Flipkart,Vegetables,Brand A,South,1,Medium,68,4996
Flipkart,Vegetables,Brand A,South,1,High,441,3290
Flipkart,Vegetables,Brand A,South,2,Low,443,2746
Flipkart,Vegetables,Brand A,South,2,Medium,184,3198
Flipkart,Vegetables,Brand A,South,2,High,347,730
Flipkart,Vegetables,Brand A,South,3,Low,192,805
Flipkart,Vegetables,Brand A,South,3,Medium,238,3203
Flipkart,Vegetables,Brand A,South,3,High,340,2564
Flipkart,Vegetables,Brand A,South,4,Low,118,1957
Flipkart,Vegetables,Brand A,South,4,Medium,456,818
Flipkart,Vegetables,Brand A,South,4,High,136,214
Flipkart,Vegetables,Brand A,South,5,Low,154,4416
Flipkart,Vegetables,Brand A,South,5,Medium,486,3670
Flipkart,Vegetables,Brand A,South,5,High,118,4340
Flipkart,Vegetables,Brand A,East,1,Low,397,761
Flipkart,Vegetables,Brand A,East,1,Medium,215,4220
Flipkart,Vegetables,Brand A,East,1,High,361,4148
Flipkart,Vegetables,Brand A,East,2,Low,245,2928
Flipkart,Vegetables,Brand A,East,2,Medium,329,249
Flipkart,Vegetables,Brand A,East,2,High,163,2394
Flipkart,Vegetables,Brand A,East,3,Low,213,373
Flipkart,Vegetables,Brand A,East,3,Medium,495,2008
Flipkart,Vegetables,Brand A,East,3,High,54,2046
Flipkart,Vegetables,Brand A,East,4,Low,378,4112
Flipkart,Vegetables,Brand A,East,4,Medium,444,2040
Flipkart,Vegetables,Brand A,East,4,High,230,3843
Flipkart,Vegetables,Brand A,East,5,Low,250,4869
Flipkart,Vegetables,Brand A,East,5,Medium,441,4037
Flipkart,Vegetables,Brand A,East,5,High,233,815
Flipkart,Vegetables,Brand A,West,1,Low,287,4811
Flipkart,Vegetables,Brand A,West,1,Medium,51,1742
Flipkart,Vegetables,Brand A,West,1,High,398,3501
Flipkart,Vegetables,Brand A,West,2,Low,198,4076
Flipkart,Vegetables,Brand A,West,2,Medium,282,3813
Flipkart,Vegetables,Brand A,West,2,High,165,509
Flipkart,Vegetables,Brand A,West,3,Low,253,2536
Flipkart,Vegetables,Brand A,West,3,Medium,220,145
Flipkart,Vegetables,Brand A,West,3,High,378,4771
Flipkart,Vegetables,Brand A,West,4,Low,189,1949
Flipkart,Vegetables,Brand A,West,4,Medium,492,1991
Flipkart,Vegetables,Brand A,West,4,High,287,3852
Flipkart,Vegetables,Brand A,West,5,Low,461,3074
Flipkart,Vegetables,Brand A,West,5,Medium,252,3914
Flipkart,Vegetables,Brand A,West,5,High,176,4251
Flipkart,Vegetables,Brand B,North,1,Low,200,4478
Flipkart,Vegetables,Brand B,North,1,Medium,396,4994
Flipkart,Vegetables,Brand B,North,1,High,98,3639
Flipkart,Vegetables,Brand B,North,2,Low,394,3615
Flipkart,Vegetables,Brand B,North,2,Medium,461,1422
Flipkart,Vegetables,Brand B,North,2,High,460,3512
Flipkart,Vegetables,Brand B,North,3,Low,287,2551
Flipkart,Vegetables,Brand B,North,3,Medium,80,344
Flipkart,Vegetables,Brand B,North,3,High,391,1295
Flipkart,Vegetables,Brand B,North,4,Low,478,1682
Flipkart,Vegetables,Brand B,North,4,Medium,68,1050
Flipkart,Vegetables,Brand B,North,4,High,349,3323
Flipkart,Vegetables,Brand B,North,5,Low,493,4778
Flipkart,Vegetables,Brand B,North,5,Medium,373,3358
Flipkart,Vegetables,Brand B,North,5,High,453,4588
Flipkart,Vegetables,Brand B,South,1,Low,463,3629
Flipkart,Vegetables,Brand B,South,1,Medium,345,4685
Flipkart,Vegetables,Brand B,South,1,High,249,2674
Flipkart,Vegetables,Brand B,South,2,Low,175,2969
Flipkart,Vegetables,Brand B,South,2,Medium,210,832
Flipkart,Vegetables,Brand B,South,2,High,328,4979
Flipkart,Vegetables,Brand B,South,3,Low,118,176
Flipkart,Vegetables,Brand B,South,3,Medium,241,1074
Flipkart,Vegetables,Brand B,South,3,High,62,1548
Flipkart,Vegetables,Brand B,South,4,Low,187,683
Flipkart,Vegetables,Brand B,South,4,Medium,250,2746
Flipkart,Vegetables,Brand B,South,4,High,246,1742
Flipkart,Vegetables,Brand B,South,5,Low,154,200
Flipkart,Vegetables,Brand B,South,5,Medium,95,345
Flipkart,Vegetables,Brand B,South,5,High,106,1806
Flipkart,Vegetables,Brand B,East,1,Low,115,474
Flipkart,Vegetables,Brand B,East,1,Medium,252,1026
Flipkart,Vegetables,Brand B,East,1,High,361,209
Flipkart,Vegetables,Brand B,East,2,Low,366,4229
Flipkart,Vegetables,Brand B,East,2,Medium,276,4662
Flipkart,Vegetables,Brand B,East,2,High,480,904
Flipkart,Vegetables,Brand B,East,3,Low,349,4976
Flipkart,Vegetables,Brand B,East,3,Medium,79,2820
Flipkart,Vegetables,Brand B,East,3,High,364,3990
Flipkart,Vegetables,Brand B,East,4,Low,183,819
Flipkart,Vegetables,Brand B,East,4,Medium,88,166
Flipkart,Vegetables,Brand B,East,4,High,302,1235
Flipkart,Vegetables,Brand B,East,5,Low,356,1785
Flipkart,Vegetables,Brand B,East,5,Medium,196,4020
Flipkart,Vegetables,Brand B,East,5,High,419,370
Flipkart,Vegetables,Brand B,West,1,Low,447,3919
Flipkart,Vegetables,Brand B,West,1,Medium,193,708
Flipkart,Vegetables,Brand B,West,1,High,430,1121
Flipkart,Vegetables,Brand B,West,2,Low,316,1022
Flipkart,Vegetables,Brand B,West,2,Medium,424,3548
Flipkart,Vegetables,Brand B,West,2,High,122,4811
Flipkart,Vegetables,Brand B,West,3,Low,159,1179
Flipkart,Vegetables,Brand B,West,3,Medium,198,2580
Flipkart,Vegetables,Brand B,West,3,High,229,3311
Flipkart,Vegetables,Brand B,West,4,Low,62,4429
Flipkart,Vegetables,Brand B,West,4,Medium,164,1883
Flipkart,Vegetables,Brand B,West,4,High,416,3224
Flipkart,Vegetables,Brand B,West,5,Low,189,4341
Flipkart,Vegetables,Brand B,West,5,Medium,466,1270
Flipkart,Vegetables,Brand B,West,5,High,274,156
Flipkart,Vegetables,Brand C,North,1,Low,219,3629
Flipkart,Vegetables,Brand C,North,1,Medium,428,2459
Flipkart,Vegetables,Brand C,North,1,High,467,596
